,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Fjællebrovej 7,6093",1.050.000 kr.,Christiansfeld Skole,"5,12 km",6.6,3.8,Villa,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 255 dage,137 m²,Ejerudg.: 1.358 kr/md,,4 værelser,Opført 1906,1 toilet,,,6093,https://www.boligsiden.dk/addresses/0a3f50b6-769f-32b8-e044-0003ba298018,Grund: 441 m²,
"Røllikedalen 3,8930",3.795.000 kr.,Rismølleskolen,"1,98 km",6.7,3.6,Villa,Energimærke A2015,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 48 dage,176 m²,Ejerudg.: 2.625 kr/md,,5 værelser,Opført 2019,2 toiletter,,,8930,https://www.boligsiden.dk/addresses/09f112e1-fd61-4310-ab40-b1a81c8e2323,Grund: 806 m²,
"Dr. Holsts Vej 34, 1. 147.,8230",498.000 kr.,Gammelgaardsskolen,703 m,7.9,3.8,Ejerlejlighed,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 49 dage,28 m²,Ejerudg.: 1.440 kr/md,Elevator: Nej,1 værelser,Opført 1970,1 toilet,Altan: Nej,Terrasse: Nej,8230,https://www.boligsiden.dk/addresses/0a3f50c2-b18c-32b8-e044-0003ba298018,,
"Nyhusvej 6,6330",1.350.000 kr.,Lyreskovskolen,916 m,6.5,3.6,Villa,Energimærke C,Høj,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 49 dage,143 m²,Ejerudg.: 1.473 kr/md,,5 værelser,Opført 1979,2 toiletter,,,6330,https://www.boligsiden.dk/addresses/0a3f50b6-549a-32b8-e044-0003ba298018,Grund: 949 m²,
"Brundby Hovedgade 57,8305",1.695.000 kr.,Samsø Skole,"2,49 km",6.7,3.6,Villa/Fritidsbolig,Energimærke C,Høj,"25,9%","30,75‰.","Der er 3.716 indbyggere i Samsø Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 30,75‰.",Til salg i alt: 49 dage,183 m²,Ejerudg.: 1.661 kr/md,,7 værelser,Opført 1900,2 toiletter,,,8305,https://www.boligsiden.dk/addresses/0a3f50c1-a574-32b8-e044-0003ba298018,Grund: 818 m²,
"Vedbæksalle 86,8700",2.277.000 kr.,Østerhåbskolen,353 m,7.2,3.7,Villa,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 49 dage,164 m²,Ejerudg.: 1.931 kr/md,,5 værelser,Opført 1967,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-9df5-32b8-e044-0003ba298018,Grund: 790 m²,
"Elmegårdsalle 63,3400",4.995.000 kr.,Grønnevang Skole,821 m,7.4,3.7,Villa,Energimærke E,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 49 dage,150 m²,Ejerudg.: 3.794 kr/md,,6 værelser,Opført 1967,2 toiletter,,,3400,https://www.boligsiden.dk/addresses/0a3f50a9-a678-32b8-e044-0003ba298018,Grund: 819 m²,
"Østermarksvej 96,8381",3.448.000 kr.,Tilst Skole,658 m,6.5,3.6,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 231 dage,133 m²,Ejerudg.: 2.562 kr/md,,4 værelser,Opført 1998,2 toiletter,,,8381,https://www.boligsiden.dk/addresses/0a3f50c4-c1ca-32b8-e044-0003ba298018,Grund: 709 m²,
"Nymøllevej 4,7500",10.000.000 kr.,Vemb Skole og Børnehus,"7,47 km",6.1,3.7,Landejendom,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 49 dage,187 m²,Ejerudg.: 2.568 kr/md,,8 værelser,Opført 1967,2 toiletter,,,7500,https://www.boligsiden.dk/addresses/0a3f50be-16ca-32b8-e044-0003ba298018,Grund: 405839 m²,
"Maria Kirkeplads 4, 3. tv.,1707",5.195.000 kr.,Gasværksvejens Skole,272 m,8.2,3.6,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 49 dage,83 m²,Ejerudg.: 4.259 kr/md,Elevator: Nej,4 værelser,Opført 1904,1 toilet,Altan: Nej,Terrasse: Nej,1707,https://www.boligsiden.dk/addresses/0a3f509f-969e-32b8-e044-0003ba298018,,
"Hvedevænget 80,2980",3.795.000 kr.,Kokkedal Skole,696 m,7.2,3.8,Rækkehus,Energimærke B,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 49 dage,129 m²,Ejerudg.: 3.451 kr/md,,4 værelser,Opført 1978,2 toiletter,,,2980,https://www.boligsiden.dk/addresses/0a3f50aa-5b2f-32b8-e044-0003ba298018,Grund: 181 m²,
"Danmarksgade 8, 4. tv.,8900",790.000 kr.,Hobrovejens Skole,472 m,6.3,3.8,Ejerlejlighed,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 765 dage,76 m²,Ejerudg.: 3.199 kr/md,Elevator: Nej,3 værelser,Opført 1907,1 toilet,Altan: Nej,Terrasse: Nej,8900,https://www.boligsiden.dk/addresses/0a3f50c0-dd4e-32b8-e044-0003ba298018,,
"Havnegade 31, 3. tv.,9400",3.498.000 kr.,Skansevejens Skole,581 m,7,3.8,Ejerlejlighed,Energimærke A2015,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 49 dage,86 m²,Ejerudg.: 2.992 kr/md,Elevator: Ja,2 værelser,Opført 2017,1 toilet,Altan: Ja,Terrasse: Ja,9400,https://www.boligsiden.dk/addresses/22464e98-749f-406c-94a9-65e724257a76,,
"Langelinie 2,9280",1.495.000 kr.,Tofthøjskolen,"1,73 km",7,3.6,Landejendom,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 49 dage,100 m²,Ejerudg.: 1.776 kr/md,,3 værelser,Opført 1912,1 toilet,,,9280,https://www.boligsiden.dk/addresses/0a3f50c9-0768-32b8-e044-0003ba298018,Grund: 31567 m²,
"Tjørnevænget 21,6070",1.595.000 kr.,Christiansfeld Skole,"8,29 km",6.6,3.8,Villa,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 49 dage,203 m²,Ejerudg.: 1.380 kr/md,,5 værelser,Opført 1979,2 toiletter,,,6070,https://www.boligsiden.dk/addresses/0a3f50b6-842f-32b8-e044-0003ba298018,Grund: 1184 m²,
"Homarken 1,6857",1.050.000 kr.,Blåvandshuk Skole,"9,23 km",6.7,3.7,Villa,Energimærke G,Meget lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 306 dage,134 m²,Ejerudg.: 2.653 kr/md,,5 værelser,Opført 1967,1 toilet,,,6857,https://www.boligsiden.dk/addresses/0a3f50b8-8a3d-32b8-e044-0003ba298018,Grund: 1180 m²,
"Gerdavej 4,3060",5.795.000 kr.,Espergærde Skole,528 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 49 dage,162 m²,Ejerudg.: 4.702 kr/md,,6 værelser,Opført 1972,2 toiletter,,,3060,https://www.boligsiden.dk/addresses/0a3f50a9-35a5-32b8-e044-0003ba298018,Grund: 698 m²,
"Vangedevej 6, 1. th.,2820",2.200.000 kr.,Bakkegårdsskolen,662 m,7.6,3.8,Ejerlejlighed,Energimærke E,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 49 dage,60 m²,Ejerudg.: 2.666 kr/md,Elevator: Nej,2 værelser,Opført 1939,1 toilet,Altan: Ja,Terrasse: Nej,2820,https://www.boligsiden.dk/addresses/0a3f50a4-1fda-32b8-e044-0003ba298018,,
"Danasalle 6,8700",2.195.000 kr.,Dagnæsskolen,261 m,7,3.8,Rækkehus,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 49 dage,146 m²,Ejerudg.: 1.672 kr/md,,5 værelser,Opført 1984,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-45ee-32b8-e044-0003ba298018,Grund: 883 m²,
"Vestervænget 57,6900",1.195.000 kr.,Skjern Folkeskole,409 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 49 dage,123 m²,Ejerudg.: 1.694 kr/md,,5 værelser,Opført 1973,1 toilet,,,6900,https://www.boligsiden.dk/addresses/0a3f50be-c740-32b8-e044-0003ba298018,Grund: 960 m²,
"Læsøvej 5,4200",2.095.000 kr.,Marievangsskolen,"1,08 km",6.8,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 49 dage,135 m²,Ejerudg.: 2.563 kr/md,,4 værelser,Opført 1920,1 toilet,,,4200,https://www.boligsiden.dk/addresses/0a3f50ae-a695-32b8-e044-0003ba298018,Grund: 670 m²,
"Vindeby Tværvej 52,5700",4.625.000 kr.,Tåsingeskolen,906 m,7.2,3.7,Villa,Energimærke C,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 49 dage,185 m²,Ejerudg.: 2.889 kr/md,,7 værelser,Opført 1988,2 toiletter,,,5700,https://www.boligsiden.dk/addresses/0a3f50b5-b20e-32b8-e044-0003ba298018,Grund: 1174 m²,
"Lemvej 15,6900",1.095.000 kr.,Lem Stationsskole,"2,64 km",6.9,3.8,Villa,Energimærke D,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 49 dage,317 m²,Ejerudg.: 3.062 kr/md,,8 værelser,Opført 1850,2 toiletter,,,6900,https://www.boligsiden.dk/addresses/0a3f50be-bc7f-32b8-e044-0003ba298018,Grund: 11251 m²,
"Jelstrupvej 10,9480",1.445.000 kr.,Løkken undervisningssted,"7,14 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke C,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 49 dage,143 m²,Ejerudg.: 1.645 kr/md,,5 værelser,Opført 1898,1 toilet,,,9480,https://www.boligsiden.dk/addresses/0a3f50c8-a011-32b8-e044-0003ba298018,Grund: 22760 m²,
"Rørmosevej 1,4000",3.395.000 kr.,Margretheskolen,829 m,7.6,3.8,Villa,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 48 dage,139 m²,Ejerudg.: 2.899 kr/md,,5 værelser,Opført 1977,2 toiletter,,,4000,https://www.boligsiden.dk/addresses/0a3f50ab-4084-32b8-e044-0003ba298018,Grund: 850 m²,
"Skibstrupvej 35,3140",4.795.000 kr.,Hellebækskolen,"1,78 km",7.8,3.8,Villa,Energimærke D,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 49 dage,148 m²,Ejerudg.: 3.436 kr/md,,4 værelser,Opført 1986,2 toiletter,,,3140,https://www.boligsiden.dk/addresses/0a3f50a9-7f56-32b8-e044-0003ba298018,Grund: 1022 m²,
"Nr Tvedevej 22,4684",1.998.000 kr.,"Holmegaardskolen, afd. Toksværd","2,12 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 230 dage,146 m²,Ejerudg.: 1.758 kr/md,,5 værelser,Opført 1958,2 toiletter,,,4684,https://www.boligsiden.dk/addresses/0a3f50af-a64a-32b8-e044-0003ba298018,Grund: 1261 m²,
"Jordemodervej 6,7755",2.195.000 kr.,Bedsted Skole,"3,96 km",6.1,3.7,Villa/Fritidsbolig,Energimærke B,Mellem,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 49 dage,207 m²,Ejerudg.: 1.208 kr/md,,7 værelser,Opført 1905,2 toiletter,,,7755,https://www.boligsiden.dk/addresses/0a3f50c5-ee07-32b8-e044-0003ba298018,Grund: 1788 m²,
"Højdedraget 3P,9530",2.995.000 kr.,Karensmindeskolen,432 m,8,3.8,Rækkehus,Energimærke A2010,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 49 dage,139 m²,Ejerudg.: 2.309 kr/md,,6 værelser,Opført 2017,2 toiletter,,,9530,https://www.boligsiden.dk/addresses/9e12a525-0793-4fab-a550-dab37757d311,Grund: 222 m²,
"Blomstervænget 15,4863",945.000 kr.,Eskilstrup Børne- og Skolefællesskab,"1,29 km",6.5,3.6,Villa,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 49 dage,133 m²,Ejerudg.: 1.246 kr/md,,4 værelser,Opført 1979,1 toilet,,,4863,https://www.boligsiden.dk/addresses/0a3f50b0-d766-32b8-e044-0003ba298018,Grund: 713 m²,
"Gl Hellebækvej 59,3000",6.195.000 kr.,10.klasse/Helsingør//Ungdomsskolen,841 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 49 dage,139 m²,Ejerudg.: 4.840 kr/md,,5 værelser,Opført 1937,3 toiletter,,,3000,https://www.boligsiden.dk/addresses/0a3f50a9-3686-32b8-e044-0003ba298018,Grund: 715 m²,
"Horsfeldvej 2,7755",1.165.000 kr.,Bedsted Skole,"1,7 km",6.1,3.7,Villa,Energimærke E,Mellem,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 49 dage,322 m²,Ejerudg.: 2.003 kr/md,,9 værelser,Opført 1892,2 toiletter,,,7755,https://www.boligsiden.dk/addresses/0a3f50c5-ec9a-32b8-e044-0003ba298018,Grund: 10069 m²,
"Storedalsvej 6C,7182",2.495.000 kr.,Bredsten-Gadbjerg skole. Bredsten afdeling,796 m,7.4,3.8,Villa,Energimærke A2010,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 49 dage,137 m²,Ejerudg.: 2.073 kr/md,,5 værelser,Opført 2003,2 toiletter,,,7182,https://www.boligsiden.dk/addresses/0a3f50ba-7b0c-32b8-e044-0003ba298018,Grund: 1232 m²,
"Teglværksgade 18, st. tv.,8000",3.098.000 kr.,Samsøgades Skole,367 m,6.9,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 49 dage,62 m²,Ejerudg.: 2.494 kr/md,Elevator: Nej,2 værelser,Opført 1928,1 toilet,Altan: Nej,Terrasse: Ja,8000,https://www.boligsiden.dk/addresses/0a3f50c4-737f-32b8-e044-0003ba298018,,
"Dyremarken 14,4720",995.000 kr.,Præstø skole,"6,36 km",6.8,3.7,Villa/Fritidsbolig,Energimærke D,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 49 dage,48 m²,Ejerudg.: 1.096 kr/md,,3 værelser,Opført 1960,1 toilet,,,4720,https://www.boligsiden.dk/addresses/0a3f50b0-ecc0-32b8-e044-0003ba298018,Grund: 1018 m²,
"Daphnesvej 4,9990",7.800.000 kr.,Skagen Skole,859 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 318 dage,153 m²,Ejerudg.: 2.223 kr/md,,5 værelser,Opført 1920,2 toiletter,,,9990,https://www.boligsiden.dk/addresses/0a3f50c9-27f2-32b8-e044-0003ba298018,Grund: 266 m²,
"Daugårds Alle 6,8930",3.295.000 kr.,Rismølleskolen,407 m,6.7,3.6,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 49 dage,148 m²,Ejerudg.: 2.760 kr/md,,6 værelser,Opført 1935,1 toilet,,,8930,https://www.boligsiden.dk/addresses/0a3f50c0-de3e-32b8-e044-0003ba298018,Grund: 1196 m²,
"Hykkelbjergvej 1,6940",895.000 kr.,Lem Stationsskole,209 m,6.9,3.8,Villa,Energimærke D,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 49 dage,165 m²,Ejerudg.: 1.404 kr/md,,5 værelser,Opført 1960,1 toilet,,,6940,https://www.boligsiden.dk/addresses/0a3f50be-99d0-32b8-e044-0003ba298018,Grund: 663 m²,
"Vestergårdsvej 9,9900",1.595.000 kr.,Strandby Skole,"2,15 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 48 dage,152 m²,Ejerudg.: 1.602 kr/md,,4 værelser,Opført 1973,2 toiletter,,,9900,https://www.boligsiden.dk/addresses/0a3f50c7-95d8-32b8-e044-0003ba298018,Grund: 979 m²,
"Slagelsevej 28,6000",2.995.000 kr.,Lyshøjskolen,"1,75 km",8.1,3.9,Villa,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 49 dage,157 m²,Ejerudg.: 2.012 kr/md,,5 værelser,Opført 1969,2 toiletter,,,6000,https://www.boligsiden.dk/addresses/0a3f50bc-40ae-32b8-e044-0003ba298018,Grund: 788 m²,
"Korundvej 58,8700",3.495.000 kr.,Dagnæsskolen,795 m,7,3.8,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 49 dage,186 m²,Ejerudg.: 1.826 kr/md,,6 værelser,Opført 1986,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-6b94-32b8-e044-0003ba298018,Grund: 832 m²,
"Granvej 2,5540",1.250.000 kr.,Vibeskolen,834 m,6.5,3.7,Villa,Energimærke D,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 49 dage,121 m²,Ejerudg.: 1.517 kr/md,,4 værelser,Opført 1977,2 toiletter,,,5540,https://www.boligsiden.dk/addresses/0a3f50b5-f84f-32b8-e044-0003ba298018,Grund: 1335 m²,
"Kirkestræde 11,4600",7.295.000 kr.,Sct. Nicolai Skole,346 m,7.5,3.9,Villa,Energimærke F,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 618 dage,158 m²,Ejerudg.: 3.812 kr/md,,7 værelser,Opført 1830,2 toiletter,,,4600,https://www.boligsiden.dk/addresses/0a3f50ab-7467-32b8-e044-0003ba298018,Grund: 319 m²,
"Kirkevej 24,8464",1.995.000 kr.,Gyvelhøjskolen,"3,4 km",7.2,3.7,Villa,Energimærke F,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 48 dage,174 m²,Ejerudg.: 1.798 kr/md,,5 værelser,Opført 1947,3 toiletter,,,8464,https://www.boligsiden.dk/addresses/0a3f50bf-a34b-32b8-e044-0003ba298018,Grund: 821 m²,
"Overmarkvej 87,7840",1.295.000 kr.,Højslev Skole,"3,02 km",7.5,3.7,Villa,Energimærke A2010,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 49 dage,147 m²,Ejerudg.: 1.641 kr/md,,6 værelser,Opført 1877,2 toiletter,,,7840,https://www.boligsiden.dk/addresses/0a3f50c5-ad2a-32b8-e044-0003ba298018,Grund: 7020 m²,
"Maigårdsvej 14,9900",1.945.000 kr.,Frydenstrand - Abildvej skoleafdeling,706 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 49 dage,162 m²,Ejerudg.: 1.659 kr/md,,3 værelser,Opført 1981,1 toilet,,,9900,https://www.boligsiden.dk/addresses/0a3f50c7-7477-32b8-e044-0003ba298018,Grund: 1845 m²,
"Bakkefaldet 3,8210",3.348.000 kr.,Hasle Skole,236 m,6.7,3.7,Villa,Energimærke E,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 222 dage,95 m²,Ejerudg.: 2.784 kr/md,,4 værelser,Opført 1927,1 toilet,,,8210,https://www.boligsiden.dk/addresses/0a3f50c2-72f0-32b8-e044-0003ba298018,Grund: 575 m²,
"Hellesvej 17,6740",798.000 kr.,Bakkevejens Skole,684 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 48 dage,70 m²,Ejerudg.: 1.374 kr/md,,3 værelser,Opført 1933,1 toilet,,,6740,https://www.boligsiden.dk/addresses/0a3f50b8-a411-32b8-e044-0003ba298018,Grund: 565 m²,
"Oldvejsparken 150,4000",2.595.000 kr.,Trællerupskolen,684 m,7.5,3.6,Rækkehus,Energimærke C,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 49 dage,113 m²,Ejerudg.: 2.641 kr/md,,4 værelser,Opført 1974,2 toiletter,,,4000,https://www.boligsiden.dk/addresses/0a3f50ab-acf1-32b8-e044-0003ba298018,Grund: 514 m²,
"Skørringe Skovvej 17,4930",829.000 kr.,Østofte Landsbyordning,"5,14 km",6.1,3.8,Villa,Energimærke F,Meget høj,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 49 dage,130 m²,Ejerudg.: 1.279 kr/md,,6 værelser,Opført 1925,2 toiletter,,,4930,https://www.boligsiden.dk/addresses/0a3f50b1-2290-32b8-e044-0003ba298018,Grund: 1750 m²,
"Klosterstræde 22, st. tv.,1157",4.395.000 kr.,Den Classenske Legatskole,736 m,8.1,3.7,Ejerlejlighed,fejl,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 49 dage,73 m²,Ejerudg.: 4.695 kr/md,Elevator: Nej,3 værelser,Opført 1820,1 toilet,Altan: Nej,Terrasse: Nej,1157,https://www.boligsiden.dk/addresses/0a3f509f-3212-32b8-e044-0003ba298018,,
"Falkevej 27,8766",1.195.000 kr.,Nørre-Snede Skole,591 m,6.5,3.6,Villa,Energimærke D,Mellem,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 49 dage,110 m²,Ejerudg.: 1.281 kr/md,,4 værelser,Opført 1969,2 toiletter,,,8766,https://www.boligsiden.dk/addresses/0a3f50bc-6a22-32b8-e044-0003ba298018,Grund: 1785 m²,
"Krügersvej 50,6541",795.000 kr.,"Fællesskolen Bevtoft-Over Jerstal, afd. Over Jerstal","6,98 km",6.2,3.8,Villa,Energimærke E,Lav,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 49 dage,134 m²,Ejerudg.: 1.229 kr/md,,4 værelser,Opført 1972,1 toilet,,,6541,https://www.boligsiden.dk/addresses/0a3f50b7-31cb-32b8-e044-0003ba298018,Grund: 753 m²,
