,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Rooms_imputed,Trivsel_imputed,Grades_imputed,Toilets_imputed
"Vodskov Kirkevej 3,9310",2395000.0,Vodskov Skole,0.546,6.9,3.7,Villa, C,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",38.0,188.0,700.0,2.286,2 toiletter,1975,2.0,9310,https://www.boligsiden.dk/addresses/0a3f50ca-3ca1-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hovmarksvej 82,8700",3995000.0,Stensballeskolen,0.945,7.8,3.9,Villa, C,Høj,25.39,22.56,"Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",38.0,188.0,939.0,3.269,2 toiletter,1980,2.0,8700,https://www.boligsiden.dk/addresses/0a3f50bb-5dbf-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Roskildevej 370,2630",2345000.0,Borgerskolen,1.51,6.6,3.7,Rækkehus, D,Høj,24.6,24.4,"Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",38.0,92.0,313.0,2.744,1 toilet,1871,1.0,2630,https://www.boligsiden.dk/addresses/0a3f50a5-da5d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Horsensvej 11,8762",995000.0,Rask Mølle Skole,3.3,7.0,3.6,Villa, B,Høj,25.52,18.0,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",38.0,141.0,983.0,1.103,1 toilet,1903,1.0,8762,https://www.boligsiden.dk/addresses/0a3f50bc-7c42-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vestre Stationsvej 96, 2.,5000",2495000.0,Vestre Skole,0.356,7.3,3.7,Ejerlejlighed, D,Mellem,25.5,21.71,"Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",357.0,136.0,136.0,3.466,1 toilet,1895,1.0,5000,https://www.boligsiden.dk/addresses/0a3f50b4-e835-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Vestergade 14C, 2. tv.,7800",1295000.0,Aakjærskolen,0.129,7.1,3.7,Ejerlejlighed, C,Mellem,25.5,20.68,"Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",38.0,93.0,93.0,1.869,1 toilet,1985,1.0,7800,https://www.boligsiden.dk/addresses/0a3f50c5-ba34-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Assensvej 132,5600",3195000.0,Øhavsskolen,0.85,6.6,3.7,Villa, D,Høj,26.1,22.85,"Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",38.0,188.0,16057.0,1.941,1 toilet,1870,1.0,5600,https://www.boligsiden.dk/addresses/0a3f50b2-98fc-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Båstrupgyde 5,8660",1998000.0,Morten Børup Skolen,4.3,7.4,3.7,Villa, D,Mellem,26.0,24.66,"Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",38.0,194.0,985.0,2.174,2 toiletter,1827,2.0,8660,https://www.boligsiden.dk/addresses/0a3f50c2-23ee-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Parkvej 53,8300",2848000.0,Parkvejens Skole,0.197,7.0,3.7,Villa, C,Mellem,25.1,30.32,"Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",360.0,199.0,914.0,2.589,4 toiletter,1965,4.0,8300,https://www.boligsiden.dk/addresses/0a3f50c0-a9a9-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Kløvermarksvej 23,8370",2250000.0,Hadsten Skole,1.09,7.5,3.7,Villa, D,Høj,25.7,23.32,"Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",356.0,161.0,857.0,2.273,2 toiletter,1976,2.0,8370,https://www.boligsiden.dk/addresses/0a3f50bf-f44e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Nyhavn 53, 4.,1051",28995000.0,Christianshavns Skole,0.671,7.5,3.7,Ejerlejlighed, A2015,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",245.0,303.0,303.0,19.923,2 toiletter,1755,2.0,1051,https://www.boligsiden.dk/addresses/0a3f509f-df9f-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Mølleåparken 6, 2. g.,2800",1695000.0,Kongevejens Skole,0.889,8.5,3.9,Ejerlejlighed, C,Lav,24.38,21.49,"Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",238.0,52.0,52.0,2.32,1 toilet,1969,1.0,2800,https://www.boligsiden.dk/addresses/0a3f50a6-593c-32b8-e044-0003ba298018,1,1,0,0,0,0,0
"Strandhaven 44,4400",1995000.0,Skolen på Herredsåsen,1.53,6.8,3.6,Villa, D,Høj,24.2,34.0,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",38.0,103.0,850.0,2.273,1 toilet,1961,1.0,4400,https://www.boligsiden.dk/addresses/0a3f50ad-c4bd-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Stationsvej 12,4684",1475000.0,"Holmegaardskolen, afd. Fensmark",3.07,6.8,3.6,Villa, D,Høj,25.0,25.0,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,38.0,136.0,1361.0,2.115,2 toiletter,1937,2.0,4684,https://www.boligsiden.dk/addresses/0a3f50af-a872-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Takshaven 17,5330",1195000.0,Munkebo Skole - mellem nor og fjord,3.43,6.3,3.6,Villa, C,Høj,26.1,30.3,"Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",38.0,107.0,821.0,1.449,1 toilet,1977,1.0,5330,https://www.boligsiden.dk/addresses/0a3f50b3-4a24-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hestehavevej 93,4720",3095000.0,Præstø skole,1.08,6.8,3.7,Villa, C,Høj,25.7,32.32,"Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",38.0,181.0,690.0,2.392,2 toiletter,1900,2.0,4720,https://www.boligsiden.dk/addresses/0a3f50b0-ef59-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bøsbrovej 17,8940",2495000.0,Kristrup Skole,1.08,6.7,3.7,Villa, C,Høj,25.8,27.93,"Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",38.0,213.0,400.0,1.659,3 toiletter,1909,3.0,8940,https://www.boligsiden.dk/addresses/0a3f50c0-da14-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Brabækvænget 6A,5550",3995000.0,Nymarken Skole og Børnehus,2.27,7.5,3.8,Villa, A2010,Høj,26.1,30.3,"Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",38.0,265.0,3796.0,3.374,1 toilet,1897,1.0,5550,https://www.boligsiden.dk/addresses/0a3f50b2-e826-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Blomstervænget 5,5610",1800000.0,Peter Willemoesskolen,0.711,6.6,3.6,Villa, C,Mellem,26.1,22.12,"Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",38.0,104.0,759.0,1.93,2 toiletter,1952,2.0,5610,https://www.boligsiden.dk/addresses/0a3f50b2-4250-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Brøruphusvej 11,8660",4695000.0,Morten Børup Skolen,5.85,7.4,3.7,Landejendom, B,Mellem,26.0,24.66,"Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",38.0,174.0,27850.0,3.265,2 toiletter,2007,2.0,8660,https://www.boligsiden.dk/addresses/0a3f50c2-235b-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Svanemøllevej 61A,2900",15900000.0,Kildevældsskolen,1.27,6.5,3.7,Villa, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",38.0,240.0,2610.0,13.149,2 toiletter,1924,2.0,2900,https://www.boligsiden.dk/addresses/363cc2db-646e-1eb8-e044-0003ba298018,0,0,0,0,0,0,0
"Skovtunet 7,8700",1995000.0,Lundskolen,0.713,7.0,3.7,Rækkehus, A2015,Høj,25.39,22.56,"Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",38.0,82.0,352.0,1.437,1 toilet,2020,1.0,8700,https://www.boligsiden.dk/addresses/ad046fc4-4b2e-4e1f-b468-9b3503ae05ff,0,0,0,0,0,0,0
"Orkesteralle 4,8700",1895000.0,Østerhåbskolen,1.07,7.2,3.7,Villa, D,Høj,25.39,22.56,"Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",38.0,129.0,711.0,1.707,2 toiletter,1965,2.0,8700,https://www.boligsiden.dk/addresses/0a3f50bb-7d62-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Randrupmøllevej 11,8800",2995000.0,Overlund Skole,5.26,7.8,3.8,Landejendom, E,Høj,25.5,23.7,"Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",38.0,124.0,178217.0,1.821,1 toilet,1884,1.0,8800,https://www.boligsiden.dk/addresses/0a3f50c6-8e3d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Jens Baggesens Vej 108, 6. tv.,8200",2795000.0,Katrinebjergskolen,0.285,6.8,3.7,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",38.0,85.0,85.0,3.985,1 toilet,1968,1.0,8200,https://www.boligsiden.dk/addresses/0a3f50c3-4a57-32b8-e044-0003ba298018,1,1,0,0,0,0,0
"Klintholm Havnevej 84,4791",795000.0,"Møn Skole, Hjertebjerg",6.46,7.013960916948516,3.7173431040962046,Villa, E,Meget høj,25.7,32.32,"Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",38.0,138.0,690.0,1.738,1 toilet,1900,1.0,4791,https://www.boligsiden.dk/addresses/0a3f50af-e702-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Sprogøvej 15,5610",2895000.0,Peter Willemoesskolen,0.947,6.6,3.6,Villa, A2010,Mellem,26.1,22.12,"Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",446.0,169.0,928.0,2.021,2 toiletter,2011,2.0,5610,https://www.boligsiden.dk/addresses/ed529897-1780-4294-bd9c-9b9b7d1e173f,0,0,0,0,0,0,0
"Otte Ruds Gade 21, kl.,8200",1798000.0,Skovvangskolen,0.703,7.0,3.7,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",38.0,46.0,46.0,2.252,1 toilet,1936,1.0,8200,https://www.boligsiden.dk/addresses/0a3f50c3-d502-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hvidovregårds Alle 4B,2650",4495000.0,Risbjergskolen,0.597,7.3,3.7,Rækkehus, C,Høj,25.4,29.7,"Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",38.0,122.0,210.0,3.083,2 toiletter,1978,2.0,2650,https://www.boligsiden.dk/addresses/0a3f50a5-6831-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Pottemagervej 2,5600",1395000.0,Bøgebjergskolen,1.01,5.9,3.6,Villa, D,Høj,26.1,22.85,"Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",38.0,139.0,835.0,1.491,2 toiletter,1877,2.0,5600,https://www.boligsiden.dk/addresses/0a3f50b2-b077-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hægestræde 5,7100",2595000.0,NOVAskolen,0.74,6.8,3.8,Rækkehus, A2010,Høj,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",38.0,141.0,186.0,2.226,1 toilet,1999,1.0,7100,https://www.boligsiden.dk/addresses/0a3f50bc-c3a4-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hyrdeengen 317,2625",3195000.0,Pilehaveskolen,0.254,7.4,3.7,Rækkehus, D,Mellem,25.6,24.38,"Der er 16.488 indbyggere i Vallensbæk Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 24,38‰.",38.0,125.0,182.0,3.201,2 toiletter,1975,2.0,2625,https://www.boligsiden.dk/addresses/0a3f50a7-8384-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Balskildevej 29,8340",3695000.0,Solbjergskolen,2.75,7.4,3.7,Villa, D,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",38.0,144.0,1299.0,1.931,1 toilet,1924,1.0,8340,https://www.boligsiden.dk/addresses/0a3f50c2-74c7-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rengegade 9,4660",2895000.0,Store Heddinge Skole,0.782,6.5,3.6,Villa, C,Høj,26.0,21.52,"Der er 23.473 indbyggere i Stevns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 21,52‰.",38.0,275.0,285.0,1.811,2 toiletter,1880,2.0,4660,https://www.boligsiden.dk/addresses/0a3f50b1-563d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Strandgade 6,2791",9000000.0,Dragør Skole,0.089,8.1,3.8,Rækkehus, D,Mellem,24.8,24.47,"Der er 14.640 indbyggere i Dragør Kommune. Kommuneskatten er på 24,8% og grundskyldspromillen på 24,47‰.",339.0,153.0,221.0,5.492,2 toiletter,1875,2.0,2791,https://www.boligsiden.dk/addresses/0a3f50a3-9389-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Kastetvej 113, 2. tv.,9000",2099000.0,Vesterkærets Skole,0.263,7.0,3.7,Ejerlejlighed, D,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",38.0,82.0,82.0,2.361,1 toilet,1944,1.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-39eb-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Heimdalsvej 11,9900",1745000.0,Nordstjerneskolen,1.4,7.013960916948516,3.7173431040962046,Villa, C,Mellem,26.2,29.9,"Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",38.0,132.0,607.0,1.68,2 toiletter,1988,2.0,9900,https://www.boligsiden.dk/addresses/0a3f50c7-611c-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Christiansfeldvej 32,6100",1395000.0,Fællesskolen Favrdal-Fjelstrup,0.925,7.4,3.7,Villa, D,Høj,26.3,24.36,"Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",38.0,75.0,1314.0,2.794,1 toilet,1958,1.0,6100,https://www.boligsiden.dk/addresses/0a3f50b6-ae62-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rønøvej 9,3630",3850000.0,Jægerspris Skole,3.41,6.8,3.6,Villa, A2020,Mellem,25.8,32.5,"Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",38.0,154.0,841.0,2.716,2 toiletter,2020,2.0,3630,https://www.boligsiden.dk/addresses/6b73741d-e3ee-4ea6-bb14-29d75e5e2761,0,0,0,0,0,0,0
"Børup Sandevej 3,7000",5250000.0,Fjordbakkeskolen,3.1,7.3,3.7,Villa, A2010,Høj,25.5,26.0,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",32.0,142.0,352.0,2.101,2 toiletter,2013,2.0,7000,https://www.boligsiden.dk/addresses/3c9b95d3-1cd5-4ba5-86a5-f82024c3ad1f,0,0,0,0,0,0,0
"Nordlysvænget 4, st. th.,3000",2750000.0,Skolen i Bymidten,0.312,7.18298800436205,3.7237731733914936,Ejerlejlighed, D,Lav,25.52,28.5,"Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",195.0,89.0,89.0,4.966,1 toilet,1965,1.0,3000,https://www.boligsiden.dk/addresses/0a3f50a9-66f4-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Mosevej 11,8600",4095000.0,Sølystskolen,0.393,7.1,3.8,Villa, C,Lav,25.5,28.26,"Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",32.0,123.0,1027.0,3.257,2 toiletter,1925,2.0,8600,https://www.boligsiden.dk/addresses/0a3f50c1-f2a7-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Christian X's Vej 10, 1. mf.,8260",1098000.0,Rosenvangskolen,0.695,7.5,3.8,Ejerlejlighed, D,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",327.0,46.0,46.0,2.25,1 toilet,1971,1.0,8260,https://www.boligsiden.dk/addresses/0a3f50c2-a6ac-32b8-e044-0003ba298018,1,1,0,0,0,0,0
"Park Allé 11, 6. tv.,8000",8595000.0,Frederiksbjerg Skole,0.773,7.7,3.7,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",32.0,110.0,110.0,4.459,1 toilet,1932,1.0,8000,https://www.boligsiden.dk/addresses/9df9ea81-8bd2-42dc-bcb7-72b9639147b5,1,1,0,0,0,0,0
"Børglumvej 9, 1. th.,7400",1045000.0,Lundgårdskolen,0.159,7.5,3.8,Ejerlejlighed, D,Mellem,24.9,20.53,"Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",220.0,100.0,100.0,1.912,1 toilet,1972,1.0,7400,https://www.boligsiden.dk/addresses/0a3f50bd-58cb-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Vangs Alle 6, 5. 1.,9000",1195000.0,Sønderbroskolen,0.811,7.2,3.8,Ejerlejlighed, C,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",34.0,55.0,55.0,2.149,1 toilet,1955,1.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-ede2-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Julius Posselts Vej 3A, 15. 3.,9400",3195000.0,Gl Lindholm Skole,0.643,6.9,3.7,Ejerlejlighed, A2015,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",47.0,114.0,114.0,3.394,2 toiletter,2020,2.0,9400,https://www.boligsiden.dk/addresses/bbf951fe-8604-468d-8dbf-222842338bf3,1,1,0,0,0,0,0
"Flintevej 17,2980",4045000.0,Kokkedal Skole,0.955,7.2,3.8,Rækkehus, B,Høj,25.3,24.65,"Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",34.0,125.0,160.0,2.995,2 toiletter,2007,2.0,2980,https://www.boligsiden.dk/addresses/0c65634c-d13d-30a3-e044-0003ba298018,0,0,0,0,0,0,0
"Vandstjernevej 21,4600",5650000.0,Hastrupskolen,0.981,6.9,3.8,Villa, B,Mellem,25.26,21.04,"Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",35.0,177.0,839.0,2.622,2 toiletter,2000,2.0,4600,https://www.boligsiden.dk/addresses/0a3f50ab-9aaa-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Marbæk-Parken 15,4050",2795000.0,Fjordlandsskolen,0.321,6.4,3.6,Villa, E,Høj,25.8,32.5,"Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",138.0,175.0,828.0,2.978,3 toiletter,1971,3.0,4050,https://www.boligsiden.dk/addresses/0a3f50aa-7530-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bækmarksbrovej 64,7660",1995000.0,Tangsø skole,2.62,7.013960916948516,3.7173431040962046,Villa, C,Mellem,25.46,28.0,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",38.0,204.0,3792.0,1.478,2 toiletter,1900,2.0,7660,https://www.boligsiden.dk/addresses/0a3f50be-67db-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Syltholmsgade 23,4970",695000.0,Rødby Skole,4.74,6.0,3.7,Villa, C,Meget høj,26.3,33.09,"Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",38.0,94.0,392.0,842.0,2 toiletter,1922,2.0,4970,https://www.boligsiden.dk/addresses/0a3f50b1-253c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Nykøbingvej 216,4571",1345000.0,Vig Skole,5.01,6.3,3.5,Villa, D,Høj,26.3,34.0,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",428.0,150.0,1000.0,1.242,1 toilet,1962,1.0,4571,https://www.boligsiden.dk/addresses/4eca26b5-f44a-6765-e044-0003ba298018,0,0,0,0,0,0,0
"Nøddehegnet 12,3480",4995000.0,Grønnevang Skole,4.49,7.4,3.7,Villa, C,Mellem,25.6,20.65,"Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",38.0,153.0,932.0,3.922,2 toiletter,1964,2.0,3480,https://www.boligsiden.dk/addresses/0a3f50a9-c83b-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Skovbakkevej 24,9000",10475000.0,Stolpedalsskolen,1.04,8.3,3.9,Villa, E,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",322.0,248.0,926.0,5.31,2 toiletter,1894,2.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-b31d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Solbakkevej 8,4793",1675000.0,Kulsbjerg Skole,7.69,7.013960916948516,3.7173431040962046,Villa, F,Meget høj,25.7,32.32,"Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",38.0,134.0,4923.0,1.929,2 toiletter,1940,2.0,4793,https://www.boligsiden.dk/addresses/0a3f50af-f28f-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Hjejlevej 215,7451",2295000.0,Sunds Skole,0.814,7.2,3.6,Villa, B,Mellem,24.9,20.53,"Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",38.0,174.0,874.0,1.942,2 toiletter,1977,2.0,7451,https://www.boligsiden.dk/addresses/0a3f50bd-7570-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Møllevej 4,9800",1245000.0,Hjørring Ny 10.,0.569,7.013960916948516,3.7173431040962046,Villa, D,Lav,26.21,34.0,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",38.0,88.0,565.0,1.701,1 toilet,1925,1.0,9800,https://www.boligsiden.dk/addresses/0a3f50c8-2f3d-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Svendborgvej 46,5762",1875000.0,Vestermarkskolen,3.21,7.1,3.7,Villa, E,Meget høj,26.3,23.32,"Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",361.0,132.0,1057.0,1.42,1 toilet,1930,1.0,5762,https://www.boligsiden.dk/addresses/0a3f50b2-807f-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Nøttrupvej 24,7130",1250000.0,Raarup Skole,1.92,6.0,3.8,Villa, E,Mellem,25.52,18.0,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",38.0,160.0,7835.0,1.988,1 toilet,1926,1.0,7130,https://www.boligsiden.dk/addresses/0a3f50bb-c878-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Skodsborg Strandvej 77,2942",10700000.0,Ravnholm Skole,2.56,8.2,3.8,Villa, D,Mellem,23.21,22.93,"Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",198.0,127.0,567.0,9.44,2 toiletter,1914,2.0,2942,https://www.boligsiden.dk/addresses/0a3f50a6-ee8c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Søparken 5,3200",4995000.0,Bjørnehøjskolen,2.09,7.6,3.8,Villa, A2010,Lav,25.4,29.34,"Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",38.0,169.0,1000.0,3.183,2 toiletter,1969,2.0,3200,https://www.boligsiden.dk/addresses/0a3f50a9-148a-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vedbæksalle 64,8700",1495000.0,Østerhåbskolen,0.482,7.2,3.7,Villa, C,Høj,25.39,22.56,"Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",38.0,117.0,753.0,1.779,1 toilet,1964,1.0,8700,https://www.boligsiden.dk/addresses/0a3f50bb-9ddf-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Brombærvej 7,7200",2095000.0,Grindsted Vestre Skole,0.608,6.8,3.7,Villa, C,Lav,24.0,18.48,"Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",101.0,168.0,801.0,1.588,2 toiletter,1967,2.0,7200,https://www.boligsiden.dk/addresses/0a3f50b9-7ee2-32b8-e044-0003ba298018,0,0,0,0,0,0,0
